Techniques,Rule
DISCOVERY,sigma-master/rules/network/firewall/net_firewall_susp_network_scan_by_port.yml
T1046,sigma-master/rules/network/firewall/net_firewall_susp_network_scan_by_port.yml
LATERAL_MOVEMENT,sigma-master/rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
T1021,sigma-master/rules/network/zeek/zeek_smb_converted_win_lm_namedpipe.yml
T1021,sigma-master/rules/network/zeek/zeek_rdp_public_listener.yml
T1095,sigma-master/rules/network/zeek/zeek_dns_susp_zbit_flag.yml
T1571,sigma-master/rules/network/zeek/zeek_dns_susp_zbit_flag.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/zeek/zeek_dns_susp_zbit_flag.yml
T1569,sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
T1496,sigma-master/rules/network/zeek/zeek_dns_mining_pools.yml
T1557,sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
T1187,sigma-master/rules/network/zeek/zeek_dce_rpc_potential_petit_potam_efs_rpc_call.yml
PRIVILEGE_ESCALATION,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
INITIAL_ACCESS,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
EXECUTION,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
LATERAL_MOVEMENT,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
T1068,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
T1190,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
T1203,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
T1021,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
T1210,sigma-master/rules/network/zeek/zeek_http_omigod_no_auth_rce.yml
COLLECTION,sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_raccess_sensitive_fext.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/zeek/zeek_dns_nkn.yml
DISCOVERY,sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
T1087,sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
T1082,sigma-master/rules/network/zeek/zeek_dce_rpc_domain_user_enumeration.yml
EXECUTION,sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
2021,sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
2021,sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
2021,sigma-master/rules/network/zeek/zeek_dce_rpc_printnightmare_print_driver_install.yml
CREDENTIAL_ACCESS,sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
T1558,sigma-master/rules/network/zeek/zeek_susp_kerberos_rc4.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
T1105,sigma-master/rules/network/zeek/zeek_http_executable_download_from_webdav.yml
T1048,sigma-master/rules/network/zeek/zeek_dns_torproxy.yml
LATERAL_MOVEMENT,sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
T1021,sigma-master/rules/network/zeek/zeek_dce_rpc_smb_spoolss_named_pipe.yml
CREDENTIAL_ACCESS,sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_impacket_secretdump.yml
LATERAL_MOVEMENT,sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
PERSISTENCE,sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
2013-05-004,sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
2015-04-001,sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
T1053,sigma-master/rules/network/zeek/zeek_smb_converted_win_atsvc_task.yml
EXFILTRATION,sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
T1048,sigma-master/rules/network/zeek/zeek_http_webdav_put_request.yml
PERSISTENCE,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
T1547,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_persistence.yml
LATERAL_MOVEMENT,sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
T1021,sigma-master/rules/network/zeek/zeek_smb_converted_win_susp_psexec.yml
CREDENTIAL_ACCESS,sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
T1003,sigma-master/rules/network/zeek/zeek_smb_converted_win_transferring_files_with_credential_data.yml
EXECUTION,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
T1047,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
T1053,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
T1569,sigma-master/rules/network/zeek/zeek_dce_rpc_mitre_bzar_execution.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
S0154,sigma-master/rules/network/zeek/zeek_default_cobalt_strike_certificate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_mal_cobaltstrike.yml
T1071,sigma-master/rules/network/dns/net_dns_mal_cobaltstrike.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_c2_detection.yml
T1071,sigma-master/rules/network/dns/net_dns_c2_detection.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_c2_detection.yml
T1048,sigma-master/rules/network/dns/net_dns_c2_detection.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_susp_txt_exec_strings.yml
T1071,sigma-master/rules/network/dns/net_dns_susp_txt_exec_strings.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_susp_b64_queries.yml
T1048,sigma-master/rules/network/dns/net_dns_susp_b64_queries.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_susp_b64_queries.yml
T1071,sigma-master/rules/network/dns/net_dns_susp_b64_queries.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_high_null_records_requests_rate.yml
T1048,sigma-master/rules/network/dns/net_dns_high_null_records_requests_rate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_high_null_records_requests_rate.yml
T1071,sigma-master/rules/network/dns/net_dns_high_null_records_requests_rate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_wannacry_killswitch_domain.yml
T1071,sigma-master/rules/network/dns/net_dns_wannacry_killswitch_domain.yml
INITIAL_ACCESS,sigma-master/rules/network/dns/net_dns_external_service_interaction_domains.yml
T1190,sigma-master/rules/network/dns/net_dns_external_service_interaction_domains.yml
RECONNAISSANCE,sigma-master/rules/network/dns/net_dns_external_service_interaction_domains.yml
T1595,sigma-master/rules/network/dns/net_dns_external_service_interaction_domains.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_high_requests_rate.yml
T1048,sigma-master/rules/network/dns/net_dns_high_requests_rate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_high_requests_rate.yml
T1071,sigma-master/rules/network/dns/net_dns_high_requests_rate.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_high_txt_records_requests_rate.yml
T1048,sigma-master/rules/network/dns/net_dns_high_txt_records_requests_rate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_high_txt_records_requests_rate.yml
T1071,sigma-master/rules/network/dns/net_dns_high_txt_records_requests_rate.yml
COMMAND_AND_CONTROL,sigma-master/rules/network/dns/net_dns_susp_telegram_api.yml
T1102,sigma-master/rules/network/dns/net_dns_susp_telegram_api.yml
IMPACT,sigma-master/rules/network/dns/net_dns_pua_cryptocoin_mining_xmr.yml
T1496,sigma-master/rules/network/dns/net_dns_pua_cryptocoin_mining_xmr.yml
T1567,sigma-master/rules/network/dns/net_dns_pua_cryptocoin_mining_xmr.yml
EXFILTRATION,sigma-master/rules/network/dns/net_dns_high_bytes_out.yml
T1048,sigma-master/rules/network/dns/net_dns_high_bytes_out.yml
PERSISTENCE,sigma-master/rules/apt/apt_silence_downloader_v3.yml
T1547,sigma-master/rules/apt/apt_silence_downloader_v3.yml
DISCOVERY,sigma-master/rules/apt/apt_silence_downloader_v3.yml
T1057,sigma-master/rules/apt/apt_silence_downloader_v3.yml
T1082,sigma-master/rules/apt/apt_silence_downloader_v3.yml
T1016,sigma-master/rules/apt/apt_silence_downloader_v3.yml
T1033,sigma-master/rules/apt/apt_silence_downloader_v3.yml
G0091,sigma-master/rules/apt/apt_silence_downloader_v3.yml
EXECUTION,sigma-master/rules/apt/apt_silence_eda.yml
T1059,sigma-master/rules/apt/apt_silence_eda.yml
COMMAND_AND_CONTROL,sigma-master/rules/apt/apt_silence_eda.yml
T1071,sigma-master/rules/apt/apt_silence_eda.yml
T1572,sigma-master/rules/apt/apt_silence_eda.yml
IMPACT,sigma-master/rules/apt/apt_silence_eda.yml
T1529,sigma-master/rules/apt/apt_silence_eda.yml
G0091,sigma-master/rules/apt/apt_silence_eda.yml
S0363,sigma-master/rules/apt/apt_silence_eda.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/file_create/file_create_lnx_doas_conf_creation.yml
T1548,sigma-master/rules/linux/file_create/file_create_lnx_doas_conf_creation.yml
PERSISTENCE,sigma-master/rules/linux/file_create/file_create_lnx_cron_files.yml
T1053,sigma-master/rules/linux/file_create/file_create_lnx_cron_files.yml
INITIAL_ACCESS,sigma-master/rules/linux/other/lnx_susp_named.yml
T1190,sigma-master/rules/linux/other/lnx_susp_named.yml
RECONNAISSANCE,sigma-master/rules/linux/other/lnx_ssh_cve_2018_15473.yml
T1589,sigma-master/rules/linux/other/lnx_ssh_cve_2018_15473.yml
INITIAL_ACCESS,sigma-master/rules/linux/other/lnx_susp_ssh.yml
T1190,sigma-master/rules/linux/other/lnx_susp_ssh.yml
INITIAL_ACCESS,sigma-master/rules/linux/other/lnx_susp_vsftp.yml
T1190,sigma-master/rules/linux/other/lnx_susp_vsftp.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/other/lnx_susp_failed_logons_single_source.yml
T1110,sigma-master/rules/linux/other/lnx_susp_failed_logons_single_source.yml
DEFENSE_EVASION,sigma-master/rules/linux/other/lnx_security_tools_disabling_syslog.yml
T1562,sigma-master/rules/linux/other/lnx_security_tools_disabling_syslog.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/other/lnx_susp_guacamole.yml
T1212,sigma-master/rules/linux/other/lnx_susp_guacamole.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/linux/other/lnx_clamav.yml
T1588,sigma-master/rules/linux/other/lnx_clamav.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
T1036,sigma-master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
T1115,sigma-master/rules/linux/auditd/lnx_auditd_clipboard_collection.yml
IMPACT,sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
T1485,sigma-master/rules/linux/auditd/lnx_auditd_dd_delete_file.yml
S0003,sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
T1546,sigma-master/rules/linux/auditd/lnx_auditd_alter_bash_profile.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
T1222,sigma-master/rules/linux/auditd/lnx_auditd_chattr_immutable_removal.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
T1222,sigma-master/rules/linux/auditd/lnx_auditd_file_or_folder_permissions.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
T1082,sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
T1027,sigma-master/rules/linux/auditd/lnx_auditd_steghide_embed_steganography.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
T1070,sigma-master/rules/linux/auditd/lnx_auditd_change_file_time_attr.yml
EXFILTRATION,sigma-master/rules/linux/auditd/lnx_auditd_data_compressed.yml
T1560,sigma-master/rules/linux/auditd/lnx_auditd_data_compressed.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
T1123,sigma-master/rules/linux/auditd/lnx_auditd_audio_capture.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
T1562,sigma-master/rules/linux/auditd/lnx_auditd_auditing_config_change.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_4034.yml
T1068,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_4034.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
T1046,sigma-master/rules/linux/auditd/lnx_auditd_network_service_scanning.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
T1113,sigma-master/rules/linux/auditd/lnx_auditd_screencapture_import.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_coinminer.yml
T1068,sigma-master/rules/linux/auditd/lnx_auditd_coinminer.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
T1543,sigma-master/rules/linux/auditd/lnx_auditd_pers_systemd_reload.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
T1552,sigma-master/rules/linux/auditd/lnx_auditd_susp_histfile_operations.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
T1113,sigma-master/rules/linux/auditd/lnx_auditd_screencaputre_xwd.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
INITIAL_ACCESS,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
EXECUTION,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
T1068,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
T1190,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
T1203,sigma-master/rules/linux/auditd/lnx_auditd_omigod_scx_runasprovider_executeshellcommand.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_systemd_service_creation.yml
T1543,sigma-master/rules/linux/auditd/lnx_auditd_systemd_service_creation.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
T1033,sigma-master/rules/linux/auditd/lnx_auditd_user_discovery.yml
EXECUTION,sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
T1059,sigma-master/rules/linux/auditd/lnx_auditd_susp_cmds.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_load_module_insmod.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_load_module_insmod.yml
T1547,sigma-master/rules/linux/auditd/lnx_auditd_load_module_insmod.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
T1082,sigma-master/rules/linux/auditd/lnx_auditd_system_info_discovery2.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
T1068,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
2021,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow_brutforce.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
T1562,sigma-master/rules/linux/auditd/lnx_auditd_logging_config_change.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/auditd/lnx_auditd_network_sniffing.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_network_sniffing.yml
T1040,sigma-master/rules/linux/auditd/lnx_auditd_network_sniffing.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
T1027,sigma-master/rules/linux/auditd/lnx_auditd_steghide_extract_steganography.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
T1027,sigma-master/rules/linux/auditd/lnx_auditd_binary_padding.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_capabilities_discovery.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_capabilities_discovery.yml
T1123,sigma-master/rules/linux/auditd/lnx_auditd_capabilities_discovery.yml
T1548,sigma-master/rules/linux/auditd/lnx_auditd_capabilities_discovery.yml
T1562,sigma-master/rules/linux/auditd/lnx_auditd_disable_system_firewall.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_disable_system_firewall.yml
COMMAND_AND_CONTROL,sigma-master/rules/linux/auditd/lnx_auditd_susp_c2_commands.yml
COLLECTION,sigma-master/rules/linux/auditd/lnx_auditd_clipboard_image_collection.yml
T1115,sigma-master/rules/linux/auditd/lnx_auditd_clipboard_image_collection.yml
T1136,sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_create_account.yml
EXFILTRATION,sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
T1030,sigma-master/rules/linux/auditd/lnx_auditd_split_file_into_pieces.yml
IMPACT,sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
T1529,sigma-master/rules/linux/auditd/lnx_auditd_system_shutdown_reboot.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
T1574,sigma-master/rules/linux/auditd/lnx_auditd_ld_so_preload_mod.yml
T1587,sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
T1584,sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
RESOURCE_DEVELOPMENT,sigma-master/rules/linux/auditd/lnx_auditd_susp_exe_folders.yml
PERSISTENCE,sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
T1505,sigma-master/rules/linux/auditd/lnx_auditd_web_rce.yml
EXFILTRATION,sigma-master/rules/linux/auditd/lnx_auditd_data_exfil_wget.yml
T1048,sigma-master/rules/linux/auditd/lnx_auditd_data_exfil_wget.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
T1027,sigma-master/rules/linux/auditd/lnx_auditd_hidden_zip_files_steganography.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
T1027,sigma-master/rules/linux/auditd/lnx_auditd_unzip_hidden_zip_files_steganography.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
T1552,sigma-master/rules/linux/auditd/lnx_auditd_find_cred_in_files.yml
DISCOVERY,sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
T1201,sigma-master/rules/linux/auditd/lnx_auditd_password_policy_discovery.yml
DEFENSE_EVASION,sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
T1564,sigma-master/rules/linux/auditd/lnx_auditd_hidden_files_directories.yml
PRIVILEGE_ESCALATION,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
T1068,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
2021,sigma-master/rules/linux/auditd/lnx_auditd_cve_2021_3156_sudo_buffer_overflow.yml
CREDENTIAL_ACCESS,sigma-master/rules/linux/auditd/lnx_auditd_keylogging_with_pam_d.yml
T1003,sigma-master/rules/linux/auditd/lnx_auditd_keylogging_with_pam_d.yml
T1056,sigma-master/rules/linux/auditd/lnx_auditd_keylogging_with_pam_d.yml
IMPACT,sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
T1499,sigma-master/rules/linux/modsecurity/modsec_mulitple_blocks.yml
EXECUTION,sigma-master/rules/linux/process_creation/proc_creation_lnx_bpftrace_unsafe_option_usage.yml
T1059,sigma-master/rules/linux/process_creation/proc_creation_lnx_bpftrace_unsafe_option_usage.yml
PERSISTENCE,sigma-master/rules/linux/process_creation/proc_creation_lnx_at_command.yml
